#tag,dataset,iter1,iter2,iter3,iter4,iterLast,finalTiming,sumTiming
psiblast,pfam21_Q3NZS0_Q3NZS0_9GAMM,,,,,3396.85,26.64,3423.49
psiblast,pfam21_Q3QAK9_Q3QAK9_9GAMM,,,,,4686.80,48.85,4735.65
psiblast,pfam21_Q3W1C5_Q3W1C5_9ACTO,,,,,10046.61,164.90,10211.51
psiblast,pfam21_Q3XMF2_Q3XMF2_9PROT,,,,,4136.75,32.20,4168.95
psiblast,pfam21_Q3XPL5_Q3XPL5_9PROT,,,,,3336.97,32.17,3369.14
psiblast,pfam21_Q3XUR7_Q3XUR7_9PROT,,,,,4084.65,20.42,4105.07
psiblast,pfam21_Q41PP5_Q41PP5_METBU,,,,,3636.64,30.77,3667.41
psiblast,pfam21_Q41RI4_Q41RI4_FERAC,,,,,3237.11,28.46,3265.57
psiblast,pfam21_Q423K9_Q423K9_DESHA,,,,,4864.18,80.65,4944.83
psiblast,pfam21_Q4APA8_Q4APA8_9CHLB,,,,,2805.51,22.89,2828.40
psiblast,pfam21_Q4B4K0_Q4B4K0_9BURK,,,,,2307.75,19.71,2327.46
psiblast,pfam21_Q4BJJ7_Q4BJJ7_BURVI,,,,,4894.16,46.19,4940.35
psiblast,pfam21_Q4BNE7_Q4BNE7_BURVI,,,,,5408.84,40.02,5448.86
psiblast,pfam21_Q4BSM5_Q4BSM5_BURVI,,,,,2743.07,20.73,2763.80
psiblast,pfam21_Q4IEI3_Q4IEI3_GIBZE,,,,,5278.83,37.27,5316.10
psiblast,pfam21_Q4ING2_Q4ING2_GIBZE,,,,,5957.67,44.28,6001.95
psiblast,pfam21_Q4LSB6_Q4LSB6_9BURK,,,,,6416.79,45.00,6461.79
psiblast,pfam21_Q50PU3_Q50PU3_ENTHI,,,,,1994.74,16.31,2011.05
psiblast,pfam21_Q50QX4_Q50QX4_ENTHI,,,,,3388.67,26.42,3415.09
psiblast,pfam21_Q6BS14_Q6BS14_DEBHA,,,,,4374.32,31.78,4406.10
psiblast,pfam21_Q6IE36_Q6IE36_HUMAN,,,,,3345.36,25.57,3370.93
psiblast,pfam21_Q7R2C6_Q7R2C6_GIALA,,,,,5242.94,59.66,5302.60
psiblast,pfam21_Q96I86_Q96I86_HUMAN,,,,,5366.86,35.97,5402.83
psiblast,pfam21_Q9I181_Q9I181_PSEAE,,,,,9224.36,77.39,9301.75
psiblast,pfam21_Q9XUC3_Q9XUC3_CAEEL,,,,,7273.91,85.40,7359.31
psiblast,up_O29217_O29217_ARCFU,,,,,3789.71,36.23,3825.94
psiblast,up_O66971_O66971_AQUAE,,,,,2083.30,15.90,2099.20
psiblast,up_O69146_O69146_BACSU,,,,,9411.61,76.15,9487.76
psiblast,up_O93775_O93775_HALSA,,,,,2886.29,34.19,2920.48
psiblast,up_P37383_RAD51_CHICK,,,,,1977.60,28.29,2005.89
psiblast,up_P67637_XERD_MYCBO,,,,,2488.63,24.44,2513.07
psiblast,up_Q08277_HSP82_MAIZE,,,,,3586.40,25.58,3611.98
psiblast,up_Q1L5Y1_Q1L5Y1_9FILI,,,,,3411.47,28.55,3440.02
psiblast,up_Q1LDM0_Q1LDM0_RALME,,,,,4686.29,43.07,4729.36
psiblast,up_Q1LKM7_Q1LKM7_RALME,,,,,3217.50,26.87,3244.37
psiblast,up_Q1N5Y1_Q1N5Y1_9GAMM,,,,,5021.71,46.04,5067.75
psiblast,up_Q1NJ45_Q1NJ45_9DELT,,,,,2771.99,24.66,2796.65
psiblast,up_Q1PK48_Q1PK48_PROMA,,,,,2952.61,27.57,2980.18
psiblast,up_Q1RS65_Q1RS65_BACAM,,,,,9005.95,168.29,9174.24
psiblast,up_Q1V6G1_Q1V6G1_VIBAL,,,,,2459.92,24.00,2483.92
psiblast,up_Q1YQ41_Q1YQ41_9GAMM,,,,,4243.10,42.23,4285.33
psiblast,up_Q1YR66_Q1YR66_9GAMM,,,,,3451.64,42.55,3494.19
psiblast,up_Q1Z4J2_Q1Z4J2_PHOPR,,,,,3140.21,30.62,3170.83
psiblast,up_Q1ZJZ0_Q1ZJZ0_PHOAS,,,,,3295.46,28.38,3323.84
psiblast,up_Q1ZMJ0_Q1ZMJ0_PHOAS,,,,,9036.81,54.63,9091.44
psiblast,up_Q1ZZK0_Q1ZZK0_9BACT,,,,,5751.35,58.75,5810.10
psiblast,up_Q20WY3_Q20WY3_RHOPB,,,,,2956.29,24.23,2980.52
psiblast,up_Q21HH3_EFTS_SACD2,,,,,2366.87,22.40,2389.27
psiblast,up_Q2GK25_OBG_ANAPZ,,,,,2857.82,21.09,2878.91
psiblast,up_Q2H719_Q2H719_CHAGB,,,,,2828.35,28.09,2856.44
psiblast,up_Q2JEI1_Q2JEI1_FRASC,,,,,16494.42,408.01,16902.43
psiblast,up_Q2JS57_Q2JS57_SYNJA,,,,,1962.89,26.81,1989.70
psiblast,up_Q2K578_Q2K578_RHIEC,,,,,3320.11,24.96,3345.07
psiblast,up_Q2L227_Q2L227_BORA1,,,,,3434.38,25.40,3459.78
psiblast,up_Q2L9C1_Q2L9C1_HUMAN,,,,,3473.00,25.05,3498.05
psiblast,up_Q2LXV6_Q2LXV6_SYNAS,,,,,1745.58,23.30,1768.88
psiblast,up_Q2NFN7_Q2NFN7_METST,,,,,2361.49,26.21,2387.70
psiblast,up_Q2SIL6_Q2SIL6_HAHCH,,,,,8303.13,69.91,8373.04
psiblast,up_Q2SLI8_Q2SLI8_HAHCH,,,,,4828.96,32.12,4861.08
psiblast,up_Q2SUV4_Q2SUV4_BURTA,,,,,2804.81,21.87,2826.68
psiblast,up_Q2SW15_Q2SW15_BURTA,,,,,10465.58,197.09,10662.67
psiblast,up_Q2W2T1_Q2W2T1_MAGSA,,,,,3280.09,35.57,3315.66
psiblast,up_Q30ZL8_Q30ZL8_DESDG,,,,,8764.62,71.15,8835.77
psiblast,up_Q316S6_Q316S6_DESDG,,,,,4733.57,54.56,4788.13
psiblast,up_Q31LY4_Q31LY4_SYNE7,,,,,6219.48,52.71,6272.19
psiblast,up_Q331Q2_Q331Q2_9ACTO,,,,,11562.80,179.44,11742.24
psiblast,up_Q39TR9_Q39TR9_GEOMG,,,,,3095.58,30.26,3125.84
psiblast,up_Q3B0D6_Q3B0D6_SYNS9,,,,,5464.10,52.83,5516.93
psiblast,up_Q3B2B0_Q3B2B0_PELLD,,,,,3283.05,33.49,3316.54
psiblast,up_Q3B624_Q3B624_PELLD,,,,,3195.12,27.15,3222.27
psiblast,up_Q3BQ87_Q3BQ87_XANC5,,,,,3448.31,30.83,3479.14
psiblast,up_Q3IKB8_DNLJ_PSEHT,,,,,5093.91,30.49,5124.40
psiblast,up_Q3IKL4_Q3IKL4_PSEHT,,,,,4831.04,71.52,4902.56
psiblast,up_Q3ISQ5_Q3ISQ5_NATPD,,,,,5402.21,48.12,5450.33
psiblast,up_Q3JG50_Q3JG50_BURP1,,,,,4609.56,44.91,4654.47
psiblast,up_Q3LWD4_Q3LWD4_BIGNA,,,,,6234.84,47.69,6282.53
psiblast,up_Q3M5I1_Q3M5I1_ANAVT,,,,,3081.76,28.10,3109.86
psiblast,up_Q3M5S2_Q3M5S2_ANAVT,,,,,2527.71,23.08,2550.79
psiblast,up_Q3R518_Q3R518_XYLFA,,,,,8175.08,67.39,8242.47
psiblast,up_Q3SM86_Q3SM86_THIDA,,,,,3137.67,21.41,3159.08
psiblast,up_Q3TX27_Q3TX27_MOUSE,,,,,3071.59,23.52,3095.11
psiblast,up_Q3UHC8_Q3UHC8_MOUSE,,,,,6996.72,66.59,7063.31
psiblast,up_Q41461_Q41461_SOLTU,,,,,3449.39,29.61,3479.00
psiblast,up_Q45095_Q45095_BACCI,,,,,2767.01,14.93,2781.94
psiblast,up_Q45155_Q45155_BACFR,,,,,2811.40,17.64,2829.04
psiblast,up_Q4C0C2_Q4C0C2_CROWT,,,,,4528.12,45.78,4573.90
psiblast,up_Q4C3Y2_Q4C3Y2_CROWT,,,,,5310.37,45.54,5355.91
psiblast,up_Q4C8I9_Q4C8I9_CROWT,,,,,4074.97,39.05,4114.02
psiblast,up_Q4EC64_Q4EC64_9RICK,,,,,2965.66,26.64,2992.30
psiblast,up_Q4EMH3_Q4EMH3_LISMO,,,,,1688.03,18.53,1706.56
psiblast,up_Q4FS76_Q4FS76_PSYA2,,,,,3317.42,25.24,3342.66
psiblast,up_Q4FTY9_Q4FTY9_PSYA2,,,,,2692.57,19.27,2711.84
psiblast,up_Q4K7R9_Q4K7R9_PSEF5,,,,,3418.11,30.95,3449.06
psiblast,up_Q4LD27_Q4LD27_MICAE,,,,,2105.62,35.33,2140.95
psiblast,up_Q4MPF9_Q4MPF9_BACCE,,,,,3539.44,29.25,3568.69
psiblast,up_Q4SQA0_Q4SQA0_TETNG,,,,,4048.85,30.21,4079.06
psiblast,up_Q4Z4R4_Q4Z4R4_PLABE,,,,,2467.86,23.77,2491.63
psiblast,up_Q4ZZ46_Q4ZZ46_PSEU2,,,,,7621.04,85.02,7706.06
psiblast,up_Q5CJ84_Q5CJ84_CRYHO,,,,,2901.61,22.20,2923.81
psiblast,up_Q5CV93_Q5CV93_CRYPV,,,,,6166.83,39.63,6206.46
psiblast,up_Q5E2L7_HLDE_VIBF1,,,,,3109.85,33.20,3143.05
psiblast,up_Q5F326_Q5F326_CHICK,,,,,3365.14,36.47,3401.61
psiblast,up_Q5IW60_Q5IW60_STRVR,,,,,7417.16,62.18,7479.34
psiblast,up_Q5KXK4_Q5KXK4_GEOKA,,,,,2954.72,24.67,2979.39
psiblast,up_Q5LL22_Q5LL22_SILPO,,,,,8762.68,259.26,9021.94
psiblast,up_Q5M3V5_Q5M3V5_STRT2,,,,,2687.70,34.39,2722.09
psiblast,up_Q5P7V0_Q5P7V0_AZOSE,,,,,4563.28,62.35,4625.63
psiblast,up_Q5RDK4_Q5RDK4_PONAB,,,,,5372.64,49.27,5421.91
psiblast,up_Q5VDC5_Q5VDC5_ASPFL,,,,,10087.78,85.80,10173.58
psiblast,up_Q62043_Q62043_MOUSE,,,,,4792.29,54.26,4846.55
psiblast,up_Q63RD4_Q63RD4_BURPS,,,,,2401.79,23.59,2425.38
psiblast,up_Q64D97_Q64D97_9ARCH,,,,,3646.90,31.43,3678.33
psiblast,up_Q65JD0_Q65JD0_BACLD,,,,,4623.32,34.80,4658.12
psiblast,up_Q66GG4_Q66GG4_YERPS,,,,,6388.66,53.13,6441.79
psiblast,up_Q68CH6_Q68CH6_STRCZ,,,,,7713.61,117.10,7830.71
psiblast,up_Q6G7M7_DDL_STAAS,,,,,2493.52,18.97,2512.49
psiblast,up_Q6N1B0_Q6N1B0_RHOPA,,,,,4512.19,50.07,4562.26
psiblast,up_Q6NHJ1_Q6NHJ1_CORDI,,,,,5895.93,41.56,5937.49
psiblast,up_Q6R574_Q6R574_9HYPO,,,,,5852.68,67.56,5920.24
psiblast,up_Q6TBN8_Q6TBN8_9NOST,,,,,2207.36,25.10,2232.46
psiblast,up_Q6TLZ7_Q6TLZ7_MYCUL,,,,,10121.97,227.84,10349.81
psiblast,up_Q6WG25_Q6WG25_MYCUL,,,,,21081.04,228.30,21309.34
psiblast,up_Q6WUY0_Q6WUY0_LOPCH,,,,,5036.72,48.68,5085.40
psiblast,up_Q6XPZ9_Q6XPZ9_FUNHE,,,,,1572.70,15.99,1588.69
psiblast,up_Q6Z6U9_Q6Z6U9_ORYSJ,,,,,7950.68,66.08,8016.76
psiblast,up_Q72BR5_Q72BR5_DESVH,,,,,3594.87,30.74,3625.61
psiblast,up_Q73X69_Q73X69_MYCPA,,,,,2681.48,28.94,2710.42
psiblast,up_Q7A5T6_Q7A5T6_STAAN,,,,,2886.26,21.59,2907.85
psiblast,up_Q7CIP7_Q7CIP7_YERPE,,,,,4611.30,43.53,4654.83
psiblast,up_Q7CKB5_Q7CKB5_YERPE,,,,,3076.01,19.93,3095.94
psiblast,up_Q7D6E1_Q7D6E1_MYCTU,,,,,20604.79,342.06,20946.85
psiblast,up_Q7DC81_Q7DC81_PSEAE,,,,,3616.51,37.56,3654.07
psiblast,up_Q7MCU1_Q7MCU1_VIBVY,,,,,6975.30,97.05,7072.35
psiblast,up_Q7QGM3_Q7QGM3_ANOGA,,,,,2801.18,21.59,2822.77
psiblast,up_Q7QGN3_Q7QGN3_ANOGA,,,,,2087.42,16.06,2103.48
psiblast,up_Q7TUB3_Q7TUB3_PROMP,,,,,4804.44,48.00,4852.44
psiblast,up_Q7TUN9_Q7TUN9_PROMM,,,,,3370.31,36.30,3406.61
psiblast,up_Q7UIA9_Q7UIA9_RHOBA,,,,,4015.24,31.57,4046.81
psiblast,up_Q7X4R5_Q7X4R5_STRHY,,,,,8402.40,107.31,8509.71
psiblast,up_Q7ZZ22_Q7ZZ22_DANRE,,,,,4607.72,63.12,4670.84
psiblast,up_Q82MC8_Q82MC8_STRAW,,,,,3851.93,44.93,3896.86
psiblast,up_Q87SD0_Q87SD0_VIBPA,,,,,4060.38,35.05,4095.43
psiblast,up_Q89FJ3_Q89FJ3_BRAJA,,,,,10704.13,232.56,10936.69
psiblast,up_Q89HL9_Q89HL9_BRAJA,,,,,3802.44,32.71,3835.15
psiblast,up_Q89KX9_Q89KX9_BRAJA,,,,,3036.45,207.38,3243.83
psiblast,up_Q89SW2_Q89SW2_BRAJA,,,,,3093.77,143.47,3237.24
psiblast,up_Q8DMV6_URE1_THEEB,,,,,3285.09,28.09,3313.18
psiblast,up_Q8FGF1_Q8FGF1_ECOL6,,,,,4291.65,42.55,4334.20
psiblast,up_Q8MSX9_Q8MSX9_DROME,,,,,2178.36,12.89,2191.25
psiblast,up_Q8NJX5_Q8NJX5_9FUNG,,,,,4635.87,29.47,4665.34
psiblast,up_Q8NQK1_Q8NQK1_CORGL,,,,,5829.31,53.42,5882.73
psiblast,up_Q8P1Y9_Q8P1Y9_STRP8,,,,,2850.47,29.30,2879.77
psiblast,up_Q8PBT2_Q8PBT2_XANCP,,,,,3587.71,33.10,3620.81
psiblast,up_Q8R837_Q8R837_THETN,,,,,3478.98,29.52,3508.50
psiblast,up_Q8RK20_Q8RK20_PSEPU,,,,,2670.46,21.38,2691.84
psiblast,up_Q8THK3_GUAAB_METAC,,,,,2597.25,18.00,2615.25
psiblast,up_Q8TKH5_Q8TKH5_METAC,,,,,2758.72,22.41,2781.13
psiblast,up_Q8VYB2_Q8VYB2_ARATH,,,,,2587.87,29.87,2617.74
psiblast,up_Q8X0Y8_Q8X0Y8_METAN,,,,,2573.73,24.90,2598.63
psiblast,up_Q8Y3U7_Q8Y3U7_LISMO,,,,,3241.22,22.11,3263.33
psiblast,up_Q8YMP2_Q8YMP2_ANASP,,,,,5796.47,54.17,5850.64
psiblast,up_Q8YSC7_Q8YSC7_ANASP,,,,,2877.52,22.58,2900.10
psiblast,up_Q8ZW38_Q8ZW38_PYRAE,,,,,2580.35,21.32,2601.67
psiblast,up_Q92452_GOX_TALFL,,,,,3405.71,24.75,3430.46
psiblast,up_Q92Q05_Q92Q05_RHIME,,,,,5519.64,38.31,5557.95
psiblast,up_Q93GZ1_Q93GZ1_STRAW,,,,,3782.53,32.49,3815.02
psiblast,up_Q940A2_P2C31_ARATH,,,,,3559.05,27.99,3587.04
psiblast,up_Q94FS0_Q94FS0_LOLRI,,,,,4950.94,48.83,4999.77
psiblast,up_Q972B2_Q972B2_SULTO,,,,,3785.88,29.15,3815.03
psiblast,up_Q982I5_Q982I5_RHILO,,,,,16256.66,447.33,16703.99
psiblast,up_Q98G92_Q98G92_RHILO,,,,,5054.68,44.35,5099.03
psiblast,up_Q9AIH1_Q9AIH1_CARRU,,,,,6958.75,69.65,7028.40
psiblast,up_Q9AKJ4_Q9AKJ4_RICRI,,,,,2393.35,20.53,2413.88
psiblast,up_Q9C104_GDE1_SCHPO,,,,,4911.44,45.60,4957.04
psiblast,up_Q9C4F5_Q9C4F5_9EURY,,,,,1782.62,12.32,1794.94
psiblast,up_Q9FEH8_Q9FEH8_BRANA,,,,,7711.43,87.47,7798.90
psiblast,up_Q9HNT7_Q9HNT7_HALSA,,,,,1998.43,21.89,2020.32
psiblast,up_Q9KJ00_Q9KJ00_SORCE,,,,,13063.10,235.49,13298.59
psiblast,up_Q9RFK9_Q9RFK9_STIAU,,,,,8408.84,79.43,8488.27
psiblast,up_Q9S384_Q9S384_MYCLE,,,,,14309.85,192.36,14502.21
psiblast,up_Q9WYA5_Q9WYA5_THEMA,,,,,4766.41,67.23,4833.64
psiblast,up_Q9ZFY2_Q9ZFY2_9DEIN,,,,,2759.55,17.84,2777.39
