

tap.pl 1.8

EPQ (Threshold for 0.5 Quantile)	Unweighted Average TAP
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q1V6G1_Q1V6G1_VIBAL.psiblast-non_iterative/up_Q1V6G1_Q1V6G1_VIBAL.psiblast-non_iterative.spouge.1000	0.0279
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q3NZS0_Q3NZS0_9GAMM.psiblast-non_iterative/pfam21_Q3NZS0_Q3NZS0_9GAMM.psiblast-non_iterative.spouge.1000	0.9349
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4MPF9_Q4MPF9_BACCE.psiblast-non_iterative/up_Q4MPF9_Q4MPF9_BACCE.psiblast-non_iterative.spouge.1000	0.1114
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q45155_Q45155_BACFR.psiblast-non_iterative/up_Q45155_Q45155_BACFR.psiblast-non_iterative.spouge.1000	0.0529
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q3B2B0_Q3B2B0_PELLD.psiblast-non_iterative/up_Q3B2B0_Q3B2B0_PELLD.psiblast-non_iterative.spouge.1000	0.0411
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q2SUV4_Q2SUV4_BURTA.psiblast-non_iterative/up_Q2SUV4_Q2SUV4_BURTA.psiblast-non_iterative.spouge.1000	0.4376
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q1TLH7_Q1TLH7_9MYCO.psiblast-non_iterative/pfam21_Q1TLH7_Q1TLH7_9MYCO.psiblast-non_iterative.spouge.1000	0.9921
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q6XPZ9_Q6XPZ9_FUNHE.psiblast-non_iterative/up_Q6XPZ9_Q6XPZ9_FUNHE.psiblast-non_iterative.spouge.1000	0.5964
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q3M5I1_Q3M5I1_ANAVT.psiblast-non_iterative/up_Q3M5I1_Q3M5I1_ANAVT.psiblast-non_iterative.spouge.1000	0.7796
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q45095_Q45095_BACCI.psiblast-non_iterative/up_Q45095_Q45095_BACCI.psiblast-non_iterative.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q41461_Q41461_SOLTU.psiblast-non_iterative/up_Q41461_Q41461_SOLTU.psiblast-non_iterative.spouge.1000	0.0586
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q9FEH8_Q9FEH8_BRANA.psiblast-non_iterative/up_Q9FEH8_Q9FEH8_BRANA.psiblast-non_iterative.spouge.1000	0.7367
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q20WY3_Q20WY3_RHOPB.psiblast-non_iterative/up_Q20WY3_Q20WY3_RHOPB.psiblast-non_iterative.spouge.1000	0.0870
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_P67637_XERD_MYCBO.psiblast-non_iterative/up_P67637_XERD_MYCBO.psiblast-non_iterative.spouge.1000	0.0222
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q379A0_Q379A0_RHOPA.psiblast-non_iterative/pfam21_Q379A0_Q379A0_RHOPA.psiblast-non_iterative.spouge.1000	0.0571
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q73X69_Q73X69_MYCPA.psiblast-non_iterative/up_Q73X69_Q73X69_MYCPA.psiblast-non_iterative.spouge.1000	0.1595
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q3XPL5_Q3XPL5_9PROT.psiblast-non_iterative/pfam21_Q3XPL5_Q3XPL5_9PROT.psiblast-non_iterative.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q2L9C1_Q2L9C1_HUMAN.psiblast-non_iterative/up_Q2L9C1_Q2L9C1_HUMAN.psiblast-non_iterative.spouge.1000	0.3942
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q1UW50_Q1UW50_9MYCO.psiblast-non_iterative/pfam21_Q1UW50_Q1UW50_9MYCO.psiblast-non_iterative.spouge.1000	0.0656
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q6G7M7_DDL_STAAS.psiblast-non_iterative/up_Q6G7M7_DDL_STAAS.psiblast-non_iterative.spouge.1000	0.0544
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q1LKM7_Q1LKM7_RALME.psiblast-non_iterative/up_Q1LKM7_Q1LKM7_RALME.psiblast-non_iterative.spouge.1000	0.1455
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q33UM2_Q33UM2_9GAMM.psiblast-non_iterative/pfam21_Q33UM2_Q33UM2_9GAMM.psiblast-non_iterative.spouge.1000	0.6523
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q7A5T6_Q7A5T6_STAAN.psiblast-non_iterative/up_Q7A5T6_Q7A5T6_STAAN.psiblast-non_iterative.spouge.1000	0.0856
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_P37383_RAD51_CHICK.psiblast-non_iterative/up_P37383_RAD51_CHICK.psiblast-non_iterative.spouge.1000	0.1909
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q3IKB8_DNLJ_PSEHT.psiblast-non_iterative/up_Q3IKB8_DNLJ_PSEHT.psiblast-non_iterative.spouge.1000	0.9320
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8P1Y9_Q8P1Y9_STRP8.psiblast-non_iterative/up_Q8P1Y9_Q8P1Y9_STRP8.psiblast-non_iterative.spouge.1000	0.0515
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q6NHJ1_Q6NHJ1_CORDI.psiblast-non_iterative/up_Q6NHJ1_Q6NHJ1_CORDI.psiblast-non_iterative.spouge.1000	0.9014
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q66GG4_Q66GG4_YERPS.psiblast-non_iterative/up_Q66GG4_Q66GG4_YERPS.psiblast-non_iterative.spouge.1000	0.9296
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4Z4R4_Q4Z4R4_PLABE.psiblast-non_iterative/up_Q4Z4R4_Q4Z4R4_PLABE.psiblast-non_iterative.spouge.1000	0.0714
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q21HH3_EFTS_SACD2.psiblast-non_iterative/up_Q21HH3_EFTS_SACD2.psiblast-non_iterative.spouge.1000	0.1339
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q08277_HSP82_MAIZE.psiblast-non_iterative/up_Q08277_HSP82_MAIZE.psiblast-non_iterative.spouge.1000	0.7782
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q63RD4_Q63RD4_BURPS.psiblast-non_iterative/up_Q63RD4_Q63RD4_BURPS.psiblast-non_iterative.spouge.1000	0.9600
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8PBT2_Q8PBT2_XANCP.psiblast-non_iterative/up_Q8PBT2_Q8PBT2_XANCP.psiblast-non_iterative.spouge.1000	0.0035
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4EC64_Q4EC64_9RICK.psiblast-non_iterative/up_Q4EC64_Q4EC64_9RICK.psiblast-non_iterative.spouge.1000	0.2545
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q7CKB5_Q7CKB5_YERPE.psiblast-non_iterative/up_Q7CKB5_Q7CKB5_YERPE.psiblast-non_iterative.spouge.1000	0.3969
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8THK3_GUAAB_METAC.psiblast-non_iterative/up_Q8THK3_GUAAB_METAC.psiblast-non_iterative.spouge.1000	0.4016
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q41RI4_Q41RI4_FERAC.psiblast-non_iterative/pfam21_Q41RI4_Q41RI4_FERAC.psiblast-non_iterative.spouge.1000	0.0591
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q7UIA9_Q7UIA9_RHOBA.psiblast-non_iterative/up_Q7UIA9_Q7UIA9_RHOBA.psiblast-non_iterative.spouge.1000	0.9840
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q1ZMJ0_Q1ZMJ0_PHOAS.psiblast-non_iterative/up_Q1ZMJ0_Q1ZMJ0_PHOAS.psiblast-non_iterative.spouge.1000	0.9419
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q33PF7_Q33PF7_9GAMM.psiblast-non_iterative/pfam21_Q33PF7_Q33PF7_9GAMM.psiblast-non_iterative.spouge.1000	0.9344
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q7TUB3_Q7TUB3_PROMP.psiblast-non_iterative/up_Q7TUB3_Q7TUB3_PROMP.psiblast-non_iterative.spouge.1000	0.0116
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_O66971_O66971_AQUAE.psiblast-non_iterative/up_O66971_O66971_AQUAE.psiblast-non_iterative.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q4BSM5_Q4BSM5_BURVI.psiblast-non_iterative/pfam21_Q4BSM5_Q4BSM5_BURVI.psiblast-non_iterative.spouge.1000	0.2673
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8R837_Q8R837_THETN.psiblast-non_iterative/up_Q8R837_Q8R837_THETN.psiblast-non_iterative.spouge.1000	0.1039
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q3QAK9_Q3QAK9_9GAMM.psiblast-non_iterative/pfam21_Q3QAK9_Q3QAK9_9GAMM.psiblast-non_iterative.spouge.1000	0.0362
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q64D97_Q64D97_9ARCH.psiblast-non_iterative/up_Q64D97_Q64D97_9ARCH.psiblast-non_iterative.spouge.1000	0.0466
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8MSX9_Q8MSX9_DROME.psiblast-non_iterative/up_Q8MSX9_Q8MSX9_DROME.psiblast-non_iterative.spouge.1000	0.1217
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q2K578_Q2K578_RHIEC.psiblast-non_iterative/up_Q2K578_Q2K578_RHIEC.psiblast-non_iterative.spouge.1000	0.8579
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q9C4F5_Q9C4F5_9EURY.psiblast-non_iterative/up_Q9C4F5_Q9C4F5_9EURY.psiblast-non_iterative.spouge.1000	0.7457
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q3SM86_Q3SM86_THIDA.psiblast-non_iterative/up_Q3SM86_Q3SM86_THIDA.psiblast-non_iterative.spouge.1000	1.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8RK20_Q8RK20_PSEPU.psiblast-non_iterative/up_Q8RK20_Q8RK20_PSEPU.psiblast-non_iterative.spouge.1000	0.5636
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q5RDK4_Q5RDK4_PONAB.psiblast-non_iterative/up_Q5RDK4_Q5RDK4_PONAB.psiblast-non_iterative.spouge.1000	0.0225
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4SQA0_Q4SQA0_TETNG.psiblast-non_iterative/up_Q4SQA0_Q4SQA0_TETNG.psiblast-non_iterative.spouge.1000	0.0123
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q3BQ87_Q3BQ87_XANC5.psiblast-non_iterative/up_Q3BQ87_Q3BQ87_XANC5.psiblast-non_iterative.spouge.1000	0.6573
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q7CIP7_Q7CIP7_YERPE.psiblast-non_iterative/up_Q7CIP7_Q7CIP7_YERPE.psiblast-non_iterative.spouge.1000	0.2408
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q5F326_Q5F326_CHICK.psiblast-non_iterative/up_Q5F326_Q5F326_CHICK.psiblast-non_iterative.spouge.1000	0.0379
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q1X4C5_Q1X4C5_9FIRM.psiblast-non_iterative/pfam21_Q1X4C5_Q1X4C5_9FIRM.psiblast-non_iterative.spouge.1000	0.3607
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q4BNE7_Q4BNE7_BURVI.psiblast-non_iterative/pfam21_Q4BNE7_Q4BNE7_BURVI.psiblast-non_iterative.spouge.1000	0.1429
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q316S6_Q316S6_DESDG.psiblast-non_iterative/up_Q316S6_Q316S6_DESDG.psiblast-non_iterative.spouge.1000	0.0337
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q33Q29_Q33Q29_9GAMM.psiblast-non_iterative/pfam21_Q33Q29_Q33Q29_9GAMM.psiblast-non_iterative.spouge.1000	0.6085
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q2WVX8_Q2WVX8_CLOBE.psiblast-non_iterative/pfam21_Q2WVX8_Q2WVX8_CLOBE.psiblast-non_iterative.spouge.1000	0.1187
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q7DC81_Q7DC81_PSEAE.psiblast-non_iterative/up_Q7DC81_Q7DC81_PSEAE.psiblast-non_iterative.spouge.1000	0.0111
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_P91550_P91550_CAEEL.psiblast-non_iterative/pfam21_P91550_P91550_CAEEL.psiblast-non_iterative.spouge.1000	0.7173
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q9S384_Q9S384_MYCLE.psiblast-non_iterative/up_Q9S384_Q9S384_MYCLE.psiblast-non_iterative.spouge.1000	0.2478
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q98G92_Q98G92_RHILO.psiblast-non_iterative/up_Q98G92_Q98G92_RHILO.psiblast-non_iterative.spouge.1000	0.1362
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4FS76_Q4FS76_PSYA2.psiblast-non_iterative/up_Q4FS76_Q4FS76_PSYA2.psiblast-non_iterative.spouge.1000	0.7171
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4ZZ46_Q4ZZ46_PSEU2.psiblast-non_iterative/up_Q4ZZ46_Q4ZZ46_PSEU2.psiblast-non_iterative.spouge.1000	0.9000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q5KXK4_Q5KXK4_GEOKA.psiblast-non_iterative/up_Q5KXK4_Q5KXK4_GEOKA.psiblast-non_iterative.spouge.1000	0.3638
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q3R518_Q3R518_XYLFA.psiblast-non_iterative/up_Q3R518_Q3R518_XYLFA.psiblast-non_iterative.spouge.1000	0.4233
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4C3Y2_Q4C3Y2_CROWT.psiblast-non_iterative/up_Q4C3Y2_Q4C3Y2_CROWT.psiblast-non_iterative.spouge.1000	0.0641
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4FTY9_Q4FTY9_PSYA2.psiblast-non_iterative/up_Q4FTY9_Q4FTY9_PSYA2.psiblast-non_iterative.spouge.1000	0.2240
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q5VDC5_Q5VDC5_ASPFL.psiblast-non_iterative/up_Q5VDC5_Q5VDC5_ASPFL.psiblast-non_iterative.spouge.1000	0.0123
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q2L227_Q2L227_BORA1.psiblast-non_iterative/up_Q2L227_Q2L227_BORA1.psiblast-non_iterative.spouge.1000	0.4664
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q4APA8_Q4APA8_9CHLB.psiblast-non_iterative/pfam21_Q4APA8_Q4APA8_9CHLB.psiblast-non_iterative.spouge.1000	0.3294
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q972B2_Q972B2_SULTO.psiblast-non_iterative/up_Q972B2_Q972B2_SULTO.psiblast-non_iterative.spouge.1000	0.0087
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q5CV93_Q5CV93_CRYPV.psiblast-non_iterative/up_Q5CV93_Q5CV93_CRYPV.psiblast-non_iterative.spouge.1000	0.0183
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q6N1B0_Q6N1B0_RHOPA.psiblast-non_iterative/up_Q6N1B0_Q6N1B0_RHOPA.psiblast-non_iterative.spouge.1000	0.0266
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q6BS14_Q6BS14_DEBHA.psiblast-non_iterative/pfam21_Q6BS14_Q6BS14_DEBHA.psiblast-non_iterative.spouge.1000	0.7620
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8DMV6_URE1_THEEB.psiblast-non_iterative/up_Q8DMV6_URE1_THEEB.psiblast-non_iterative.spouge.1000	0.8807
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q2GK25_OBG_ANAPZ.psiblast-non_iterative/up_Q2GK25_OBG_ANAPZ.psiblast-non_iterative.spouge.1000	0.1224
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q2XGT8_Q2XGT8_PSEPU.psiblast-non_iterative/pfam21_Q2XGT8_Q2XGT8_PSEPU.psiblast-non_iterative.spouge.1000	0.1762
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8Y3U7_Q8Y3U7_LISMO.psiblast-non_iterative/up_Q8Y3U7_Q8Y3U7_LISMO.psiblast-non_iterative.spouge.1000	0.0824
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q4B4K0_Q4B4K0_9BURK.psiblast-non_iterative/pfam21_Q4B4K0_Q4B4K0_9BURK.psiblast-non_iterative.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q4C8I9_Q4C8I9_CROWT.psiblast-non_iterative/up_Q4C8I9_Q4C8I9_CROWT.psiblast-non_iterative.spouge.1000	0.7082
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q72BR5_Q72BR5_DESVH.psiblast-non_iterative/up_Q72BR5_Q72BR5_DESVH.psiblast-non_iterative.spouge.1000	0.1170
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_O93775_O93775_HALSA.psiblast-non_iterative/up_O93775_O93775_HALSA.psiblast-non_iterative.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q2AJQ0_Q2AJQ0_9BACI.psiblast-non_iterative/pfam21_Q2AJQ0_Q2AJQ0_9BACI.psiblast-non_iterative.spouge.1000	0.1473
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q9HNT7_Q9HNT7_HALSA.psiblast-non_iterative/up_Q9HNT7_Q9HNT7_HALSA.psiblast-non_iterative.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q7TUN9_Q7TUN9_PROMM.psiblast-non_iterative/up_Q7TUN9_Q7TUN9_PROMM.psiblast-non_iterative.spouge.1000	0.3846
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q423K9_Q423K9_DESHA.psiblast-non_iterative/pfam21_Q423K9_Q423K9_DESHA.psiblast-non_iterative.spouge.1000	0.0993
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/pfam21_Q41PP5_Q41PP5_METBU.psiblast-non_iterative/pfam21_Q41PP5_Q41PP5_METBU.psiblast-non_iterative.spouge.1000	0.1424
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_Q8ZW38_Q8ZW38_PYRAE.psiblast-non_iterative/up_Q8ZW38_Q8ZW38_PYRAE.psiblast-non_iterative.spouge.1000	0.2941
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast-non_iterative/up_O29217_O29217_ARCFU.psiblast-non_iterative/up_O29217_O29217_ARCFU.psiblast-non_iterative.spouge.1000	0.0000
