#tag,dataset,iter1,iter2,iter3,iter4,iterLast,finalTiming,sumTiming
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q2XA71_Q2XA71_PSEPU,,,,,,2803.71,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q2XGT8_Q2XGT8_PSEPU,,,,,,13262.89,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q33PF7_Q33PF7_9GAMM,,,,,,7338.88,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q33Q29_Q33Q29_9GAMM,,,,,,5738.82,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q33UM2_Q33UM2_9GAMM,,,,,,1475.26,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q35BE1_Q35BE1_9BRAD,,,,,,2559.53,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q35QU1_Q35QU1_9BRAD,,,,,,2430.76,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q379A0_Q379A0_RHOPA,,,,,,3242.57,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q3E4Z0_Q3E4Z0_CHLAU,,,,,,3123.95,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q3NZS0_Q3NZS0_9GAMM,,,,,,1813.45,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q3QAK9_Q3QAK9_9GAMM,,,,,,3799.10,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q3W1C5_Q3W1C5_9ACTO,,,,,,12640.35,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q3XMF2_Q3XMF2_9PROT,,,,,,4981.38,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q3XPL5_Q3XPL5_9PROT,,,,,,4293.25,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q3XUR7_Q3XUR7_9PROT,,,,,,8165.46,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q41PP5_Q41PP5_METBU,,,,,,5385.72,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q41RI4_Q41RI4_FERAC,,,,,,6855.02,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q423K9_Q423K9_DESHA,,,,,,4965.18,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q4APA8_Q4APA8_9CHLB,,,,,,2276.75,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q4B4K0_Q4B4K0_9BURK,,,,,,3131.74,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q4BJJ7_Q4BJJ7_BURVI,,,,,,9088.82,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q4BNE7_Q4BNE7_BURVI,,,,,,5406.35,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q4BSM5_Q4BSM5_BURVI,,,,,,1357.56,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q4IEI3_Q4IEI3_GIBZE,,,,,,5729.05,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q4ING2_Q4ING2_GIBZE,,,,,,8239.10,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q4LSB6_Q4LSB6_9BURK,,,,,,9122.97,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q50PU3_Q50PU3_ENTHI,,,,,,1682.88,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q50QX4_Q50QX4_ENTHI,,,,,,5567.97,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q6BS14_Q6BS14_DEBHA,,,,,,5545.51,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q6IE36_Q6IE36_HUMAN,,,,,,11716.09,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q7R2C6_Q7R2C6_GIALA,,,,,,8599.52,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q96I86_Q96I86_HUMAN,,,,,,6298.09,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q9I181_Q9I181_PSEAE,,,,,,10029.11,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,pfam21_Q9XUC3_Q9XUC3_CAEEL,,,,,,9665.34,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_O29217_O29217_ARCFU,,,,,,8118.65,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_O66971_O66971_AQUAE,,,,,,791.92,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_O69146_O69146_BACSU,,,,,,16632.18,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_O93775_O93775_HALSA,,,,,,2334.47,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_P37383_RAD51_CHICK,,,,,,1508.97,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_P67637_XERD_MYCBO,,,,,,1269.28,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q08277_HSP82_MAIZE,,,,,,5690.13,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1L5Y1_Q1L5Y1_9FILI,,,,,,6539.24,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1LDM0_Q1LDM0_RALME,,,,,,3313.83,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1LKM7_Q1LKM7_RALME,,,,,,2791.32,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1N5Y1_Q1N5Y1_9GAMM,,,,,,8545.94,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1NJ45_Q1NJ45_9DELT,,,,,,1227.55,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1PK48_Q1PK48_PROMA,,,,,,2980.65,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1RS65_Q1RS65_BACAM,,,,,,11292.73,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1V6G1_Q1V6G1_VIBAL,,,,,,1100.63,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1YQ41_Q1YQ41_9GAMM,,,,,,4467.18,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1YR66_Q1YR66_9GAMM,,,,,,3613.93,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1Z4J2_Q1Z4J2_PHOPR,,,,,,5974.38,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1ZJZ0_Q1ZJZ0_PHOAS,,,,,,3729.86,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1ZMJ0_Q1ZMJ0_PHOAS,,,,,,10426.09,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q1ZZK0_Q1ZZK0_9BACT,,,,,,9686.58,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q20WY3_Q20WY3_RHOPB,,,,,,1476.92,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q21HH3_EFTS_SACD2,,,,,,1017.02,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2GK25_OBG_ANAPZ,,,,,,1423.69,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2H719_Q2H719_CHAGB,,,,,,4004.05,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2JEI1_Q2JEI1_FRASC,,,,,,14195.67,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2JS57_Q2JS57_SYNJA,,,,,,1507.21,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2K578_Q2K578_RHIEC,,,,,,2952.44,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2L227_Q2L227_BORA1,,,,,,3407.16,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2L9C1_Q2L9C1_HUMAN,,,,,,3818.40,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2LXV6_Q2LXV6_SYNAS,,,,,,5507.68,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2NFN7_Q2NFN7_METST,,,,,,1508.53,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2SIL6_Q2SIL6_HAHCH,,,,,,9966.08,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2SLI8_Q2SLI8_HAHCH,,,,,,7855.48,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2SUV4_Q2SUV4_BURTA,,,,,,1701.89,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2SW15_Q2SW15_BURTA,,,,,,11960.71,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q2W2T1_Q2W2T1_MAGSA,,,,,,3817.20,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q30ZL8_Q30ZL8_DESDG,,,,,,10692.09,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q316S6_Q316S6_DESDG,,,,,,5044.43,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q31LY4_Q31LY4_SYNE7,,,,,,8182.98,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q331Q2_Q331Q2_9ACTO,,,,,,11274.60,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q39TR9_Q39TR9_GEOMG,,,,,,3147.41,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3B0D6_Q3B0D6_SYNS9,,,,,,7676.83,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3B2B0_Q3B2B0_PELLD,,,,,,4080.12,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3B624_Q3B624_PELLD,,,,,,3476.50,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3BQ87_Q3BQ87_XANC5,,,,,,3871.10,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3IKB8_DNLJ_PSEHT,,,,,,5760.41,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3IKL4_Q3IKL4_PSEHT,,,,,,8857.56,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3ISQ5_Q3ISQ5_NATPD,,,,,,6545.14,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3JG50_Q3JG50_BURP1,,,,,,2450.02,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3LWD4_Q3LWD4_BIGNA,,,,,,9140.51,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3M5I1_Q3M5I1_ANAVT,,,,,,3623.63,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3M5S2_Q3M5S2_ANAVT,,,,,,4364.99,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3R518_Q3R518_XYLFA,,,,,,10094.80,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3SM86_Q3SM86_THIDA,,,,,,5012.69,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3TX27_Q3TX27_MOUSE,,,,,,4745.77,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q3UHC8_Q3UHC8_MOUSE,,,,,,14083.30,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q41461_Q41461_SOLTU,,,,,,5538.55,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q45095_Q45095_BACCI,,,,,,7507.64,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q45155_Q45155_BACFR,,,,,,3445.12,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4C0C2_Q4C0C2_CROWT,,,,,,5477.21,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4C3Y2_Q4C3Y2_CROWT,,,,,,16882.88,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4C8I9_Q4C8I9_CROWT,,,,,,5090.05,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4EC64_Q4EC64_9RICK,,,,,,2468.82,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4EMH3_Q4EMH3_LISMO,,,,,,776.78,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4FS76_Q4FS76_PSYA2,,,,,,3674.56,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4FTY9_Q4FTY9_PSYA2,,,,,,2038.16,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4K7R9_Q4K7R9_PSEF5,,,,,,6451.75,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4LD27_Q4LD27_MICAE,,,,,,546.76,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4MPF9_Q4MPF9_BACCE,,,,,,2972.54,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4SQA0_Q4SQA0_TETNG,,,,,,9529.00,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4Z4R4_Q4Z4R4_PLABE,,,,,,2097.60,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q4ZZ46_Q4ZZ46_PSEU2,,,,,,10823.67,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5CJ84_Q5CJ84_CRYHO,,,,,,8003.74,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5CV93_Q5CV93_CRYPV,,,,,,11323.00,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5E2L7_HLDE_VIBF1,,,,,,2650.83,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5F326_Q5F326_CHICK,,,,,,2139.92,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5IW60_Q5IW60_STRVR,,,,,,11022.45,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5KXK4_Q5KXK4_GEOKA,,,,,,2403.15,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5LL22_Q5LL22_SILPO,,,,,,7900.31,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5M3V5_Q5M3V5_STRT2,,,,,,2113.97,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5P7V0_Q5P7V0_AZOSE,,,,,,5198.89,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5RDK4_Q5RDK4_PONAB,,,,,,8107.43,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q5VDC5_Q5VDC5_ASPFL,,,,,,12490.33,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q62043_Q62043_MOUSE,,,,,,8587.07,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q63RD4_Q63RD4_BURPS,,,,,,2462.39,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q64D97_Q64D97_9ARCH,,,,,,4386.93,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q65JD0_Q65JD0_BACLD,,,,,,3017.31,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q66GG4_Q66GG4_YERPS,,,,,,8131.02,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q68CH6_Q68CH6_STRCZ,,,,,,6141.46,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6G7M7_DDL_STAAS,,,,,,1185.51,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6N1B0_Q6N1B0_RHOPA,,,,,,4451.74,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6NHJ1_Q6NHJ1_CORDI,,,,,,10947.40,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6R574_Q6R574_9HYPO,,,,,,12057.45,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6TBN8_Q6TBN8_9NOST,,,,,,876.36,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6TLZ7_Q6TLZ7_MYCUL,,,,,,8953.48,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6WG25_Q6WG25_MYCUL,,,,,,13485.95,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6WUY0_Q6WUY0_LOPCH,,,,,,8002.35,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6XPZ9_Q6XPZ9_FUNHE,,,,,,1325.65,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q6Z6U9_Q6Z6U9_ORYSJ,,,,,,10085.84,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q72BR5_Q72BR5_DESVH,,,,,,3787.19,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q73X69_Q73X69_MYCPA,,,,,,3661.22,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7A5T6_Q7A5T6_STAAN,,,,,,2219.89,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7CIP7_Q7CIP7_YERPE,,,,,,9301.42,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7CKB5_Q7CKB5_YERPE,,,,,,3763.16,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7D6E1_Q7D6E1_MYCTU,,,,,,17429.06,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7DC81_Q7DC81_PSEAE,,,,,,4000.28,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7MCU1_Q7MCU1_VIBVY,,,,,,8929.02,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7QGM3_Q7QGM3_ANOGA,,,,,,7542.35,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7QGN3_Q7QGN3_ANOGA,,,,,,7787.55,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7TUB3_Q7TUB3_PROMP,,,,,,6164.27,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7TUN9_Q7TUN9_PROMM,,,,,,3736.13,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7UIA9_Q7UIA9_RHOBA,,,,,,4163.33,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7X4R5_Q7X4R5_STRHY,,,,,,9221.75,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q7ZZ22_Q7ZZ22_DANRE,,,,,,5708.78,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q82MC8_Q82MC8_STRAW,,,,,,3181.12,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q87SD0_Q87SD0_VIBPA,,,,,,7140.51,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q89FJ3_Q89FJ3_BRAJA,,,,,,9325.95,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q89HL9_Q89HL9_BRAJA,,,,,,5692.97,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q89KX9_Q89KX9_BRAJA,,,,,,4704.89,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q89SW2_Q89SW2_BRAJA,,,,,,3121.80,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8DMV6_URE1_THEEB,,,,,,4363.63,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8FGF1_Q8FGF1_ECOL6,,,,,,4937.98,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8MSX9_Q8MSX9_DROME,,,,,,8011.51,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8NJX5_Q8NJX5_9FUNG,,,,,,5647.96,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8NQK1_Q8NQK1_CORGL,,,,,,3973.19,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8P1Y9_Q8P1Y9_STRP8,,,,,,3421.07,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8PBT2_Q8PBT2_XANCP,,,,,,5745.28,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8R837_Q8R837_THETN,,,,,,3224.70,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8RK20_Q8RK20_PSEPU,,,,,,2087.74,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8THK3_GUAAB_METAC,,,,,,1200.07,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8TKH5_Q8TKH5_METAC,,,,,,4905.58,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8VYB2_Q8VYB2_ARATH,,,,,,2486.46,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8X0Y8_Q8X0Y8_METAN,,,,,,3178.06,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8Y3U7_Q8Y3U7_LISMO,,,,,,7630.66,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8YMP2_Q8YMP2_ANASP,,,,,,8433.87,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8YSC7_Q8YSC7_ANASP,,,,,,1731.72,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q8ZW38_Q8ZW38_PYRAE,,,,,,3739.04,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q92452_GOX_TALFL,,,,,,4960.70,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q92Q05_Q92Q05_RHIME,,,,,,13818.26,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q93GZ1_Q93GZ1_STRAW,,,,,,3305.37,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q940A2_P2C31_ARATH,,,,,,3700.94,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q94FS0_Q94FS0_LOLRI,,,,,,8269.63,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q972B2_Q972B2_SULTO,,,,,,4629.48,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q982I5_Q982I5_RHILO,,,,,,13408.40,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q98G92_Q98G92_RHILO,,,,,,5524.36,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9AIH1_Q9AIH1_CARRU,,,,,,8707.06,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9AKJ4_Q9AKJ4_RICRI,,,,,,1675.04,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9C104_GDE1_SCHPO,,,,,,12018.28,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9C4F5_Q9C4F5_9EURY,,,,,,684.56,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9FEH8_Q9FEH8_BRANA,,,,,,14237.05,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9HNT7_Q9HNT7_HALSA,,,,,,4280.24,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9KJ00_Q9KJ00_SORCE,,,,,,11289.63,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9RFK9_Q9RFK9_STIAU,,,,,,14196.19,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9S384_Q9S384_MYCLE,,,,,,16497.20,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9WYA5_Q9WYA5_THEMA,,,,,,5502.39,
psisemiglobal-non_iterative-global_pssm-targetBlockLen30,up_Q9ZFY2_Q9ZFY2_9DEIN,,,,,,3455.87,
