#tag,dataset,iter1,iter2,iter3,iter4,iterLast,finalTiming,sumTiming
psiblast-non_iterative,up_Q3M5S2_Q3M5S2_ANAVT,,,,,,25.81,
psiblast-non_iterative,up_Q3R518_Q3R518_XYLFA,,,,,,26.69,
psiblast-non_iterative,up_Q3SM86_Q3SM86_THIDA,,,,,,28.02,
psiblast-non_iterative,up_Q3TX27_Q3TX27_MOUSE,,,,,,21.45,
psiblast-non_iterative,up_Q3UHC8_Q3UHC8_MOUSE,,,,,,34.19,
psiblast-non_iterative,up_Q41461_Q41461_SOLTU,,,,,,23.99,
psiblast-non_iterative,up_Q45095_Q45095_BACCI,,,,,,29.15,
psiblast-non_iterative,up_Q45155_Q45155_BACFR,,,,,,18.58,
psiblast-non_iterative,up_Q4C0C2_Q4C0C2_CROWT,,,,,,22.34,
psiblast-non_iterative,up_Q4C3Y2_Q4C3Y2_CROWT,,,,,,24.96,
psiblast-non_iterative,up_Q4C8I9_Q4C8I9_CROWT,,,,,,16.72,
psiblast-non_iterative,up_Q4EC64_Q4EC64_9RICK,,,,,,13.22,
psiblast-non_iterative,up_Q4EMH3_Q4EMH3_LISMO,,,,,,11.31,
psiblast-non_iterative,up_Q4FS76_Q4FS76_PSYA2,,,,,,19.22,
psiblast-non_iterative,up_Q4FTY9_Q4FTY9_PSYA2,,,,,,10.74,
psiblast-non_iterative,up_Q4K7R9_Q4K7R9_PSEF5,,,,,,30.55,
psiblast-non_iterative,up_Q4LD27_Q4LD27_MICAE,,,,,,13.53,
psiblast-non_iterative,up_Q4MPF9_Q4MPF9_BACCE,,,,,,19.51,
psiblast-non_iterative,up_Q4SQA0_Q4SQA0_TETNG,,,,,,19.15,
psiblast-non_iterative,up_Q4Z4R4_Q4Z4R4_PLABE,,,,,,21.53,
psiblast-non_iterative,up_Q4ZZ46_Q4ZZ46_PSEU2,,,,,,36.40,
psiblast-non_iterative,up_Q5CJ84_Q5CJ84_CRYHO,,,,,,22.41,
psiblast-non_iterative,up_Q5CV93_Q5CV93_CRYPV,,,,,,41.97,
psiblast-non_iterative,up_Q5E2L7_HLDE_VIBF1,,,,,,17.07,
psiblast-non_iterative,up_Q5F326_Q5F326_CHICK,,,,,,27.08,
psiblast-non_iterative,up_Q5IW60_Q5IW60_STRVR,,,,,,48.89,
psiblast-non_iterative,up_Q5KXK4_Q5KXK4_GEOKA,,,,,,14.54,
psiblast-non_iterative,up_Q5LL22_Q5LL22_SILPO,,,,,,25.52,
psiblast-non_iterative,up_Q5M3V5_Q5M3V5_STRT2,,,,,,18.31,
psiblast-non_iterative,up_Q5P7V0_Q5P7V0_AZOSE,,,,,,19.85,
psiblast-non_iterative,up_Q5RDK4_Q5RDK4_PONAB,,,,,,19.29,
psiblast-non_iterative,up_Q5VDC5_Q5VDC5_ASPFL,,,,,,28.94,
psiblast-non_iterative,up_Q62043_Q62043_MOUSE,,,,,,33.00,
psiblast-non_iterative,up_Q63RD4_Q63RD4_BURPS,,,,,,16.87,
psiblast-non_iterative,up_Q64D97_Q64D97_9ARCH,,,,,,30.69,
psiblast-non_iterative,up_Q65JD0_Q65JD0_BACLD,,,,,,14.78,
psiblast-non_iterative,up_Q66GG4_Q66GG4_YERPS,,,,,,24.40,
psiblast-non_iterative,up_Q68CH6_Q68CH6_STRCZ,,,,,,38.04,
psiblast-non_iterative,up_Q6G7M7_DDL_STAAS,,,,,,13.69,
psiblast-non_iterative,up_Q6N1B0_Q6N1B0_RHOPA,,,,,,27.66,
psiblast-non_iterative,up_Q6NHJ1_Q6NHJ1_CORDI,,,,,,22.29,
psiblast-non_iterative,up_Q6R574_Q6R574_9HYPO,,,,,,28.48,
psiblast-non_iterative,up_Q6TBN8_Q6TBN8_9NOST,,,,,,16.61,
psiblast-non_iterative,up_Q6TLZ7_Q6TLZ7_MYCUL,,,,,,38.08,
psiblast-non_iterative,up_Q6WG25_Q6WG25_MYCUL,,,,,,51.66,
psiblast-non_iterative,up_Q6WUY0_Q6WUY0_LOPCH,,,,,,22.43,
psiblast-non_iterative,up_Q6XPZ9_Q6XPZ9_FUNHE,,,,,,16.90,
psiblast-non_iterative,up_Q6Z6U9_Q6Z6U9_ORYSJ,,,,,,45.85,
psiblast-non_iterative,up_Q72BR5_Q72BR5_DESVH,,,,,,19.35,
psiblast-non_iterative,up_Q73X69_Q73X69_MYCPA,,,,,,26.02,
psiblast-non_iterative,up_Q7A5T6_Q7A5T6_STAAN,,,,,,15.76,
psiblast-non_iterative,up_Q7CIP7_Q7CIP7_YERPE,,,,,,20.25,
psiblast-non_iterative,up_Q7CKB5_Q7CKB5_YERPE,,,,,,12.83,
psiblast-non_iterative,up_Q7D6E1_Q7D6E1_MYCTU,,,,,,47.40,
psiblast-non_iterative,up_Q7DC81_Q7DC81_PSEAE,,,,,,50.97,
psiblast-non_iterative,up_Q7MCU1_Q7MCU1_VIBVY,,,,,,26.52,
psiblast-non_iterative,up_Q7QGM3_Q7QGM3_ANOGA,,,,,,27.47,
psiblast-non_iterative,up_Q7QGN3_Q7QGN3_ANOGA,,,,,,17.44,
psiblast-non_iterative,up_Q7TUB3_Q7TUB3_PROMP,,,,,,22.21,
psiblast-non_iterative,up_Q7TUN9_Q7TUN9_PROMM,,,,,,21.08,
psiblast-non_iterative,up_Q7UIA9_Q7UIA9_RHOBA,,,,,,23.37,
psiblast-non_iterative,up_Q7X4R5_Q7X4R5_STRHY,,,,,,32.04,
psiblast-non_iterative,up_Q7ZZ22_Q7ZZ22_DANRE,,,,,,24.52,
psiblast-non_iterative,up_Q82MC8_Q82MC8_STRAW,,,,,,29.64,
psiblast-non_iterative,up_Q87SD0_Q87SD0_VIBPA,,,,,,27.12,
psiblast-non_iterative,up_Q89FJ3_Q89FJ3_BRAJA,,,,,,24.48,
psiblast-non_iterative,up_Q89HL9_Q89HL9_BRAJA,,,,,,17.77,
psiblast-non_iterative,up_Q89KX9_Q89KX9_BRAJA,,,,,,21.25,
psiblast-non_iterative,up_Q89SW2_Q89SW2_BRAJA,,,,,,23.00,
psiblast-non_iterative,up_Q8DMV6_URE1_THEEB,,,,,,19.69,
psiblast-non_iterative,up_Q8FGF1_Q8FGF1_ECOL6,,,,,,23.56,
psiblast-non_iterative,up_Q8MSX9_Q8MSX9_DROME,,,,,,23.55,
psiblast-non_iterative,up_Q8NJX5_Q8NJX5_9FUNG,,,,,,19.64,
psiblast-non_iterative,up_Q8NQK1_Q8NQK1_CORGL,,,,,,37.48,
psiblast-non_iterative,up_Q8P1Y9_Q8P1Y9_STRP8,,,,,,26.85,
psiblast-non_iterative,up_Q8PBT2_Q8PBT2_XANCP,,,,,,18.73,
psiblast-non_iterative,up_Q8R837_Q8R837_THETN,,,,,,22.47,
psiblast-non_iterative,up_Q8RK20_Q8RK20_PSEPU,,,,,,15.88,
psiblast-non_iterative,up_Q8THK3_GUAAB_METAC,,,,,,11.07,
psiblast-non_iterative,up_Q8TKH5_Q8TKH5_METAC,,,,,,24.80,
psiblast-non_iterative,up_Q8VYB2_Q8VYB2_ARATH,,,,,,20.15,
psiblast-non_iterative,up_Q8X0Y8_Q8X0Y8_METAN,,,,,,19.98,
psiblast-non_iterative,up_Q8Y3U7_Q8Y3U7_LISMO,,,,,,19.51,
psiblast-non_iterative,up_Q8YMP2_Q8YMP2_ANASP,,,,,,31.45,
psiblast-non_iterative,up_Q8YSC7_Q8YSC7_ANASP,,,,,,11.33,
psiblast-non_iterative,up_Q8ZW38_Q8ZW38_PYRAE,,,,,,16.78,
psiblast-non_iterative,up_Q92452_GOX_TALFL,,,,,,23.35,
psiblast-non_iterative,up_Q92Q05_Q92Q05_RHIME,,,,,,28.00,
psiblast-non_iterative,up_Q93GZ1_Q93GZ1_STRAW,,,,,,25.12,
psiblast-non_iterative,up_Q940A2_P2C31_ARATH,,,,,,22.00,
psiblast-non_iterative,up_Q94FS0_Q94FS0_LOLRI,,,,,,28.55,
psiblast-non_iterative,up_Q972B2_Q972B2_SULTO,,,,,,22.28,
psiblast-non_iterative,up_Q982I5_Q982I5_RHILO,,,,,,42.30,
psiblast-non_iterative,up_Q98G92_Q98G92_RHILO,,,,,,28.16,
psiblast-non_iterative,up_Q9AIH1_Q9AIH1_CARRU,,,,,,34.35,
psiblast-non_iterative,up_Q9AKJ4_Q9AKJ4_RICRI,,,,,,14.77,
psiblast-non_iterative,up_Q9C104_GDE1_SCHPO,,,,,,23.60,
psiblast-non_iterative,up_Q9C4F5_Q9C4F5_9EURY,,,,,,14.67,
psiblast-non_iterative,up_Q9FEH8_Q9FEH8_BRANA,,,,,,27.36,
psiblast-non_iterative,up_Q9HNT7_Q9HNT7_HALSA,,,,,,29.11,
psiblast-non_iterative,up_Q9KJ00_Q9KJ00_SORCE,,,,,,47.24,
psiblast-non_iterative,up_Q9RFK9_Q9RFK9_STIAU,,,,,,29.33,
psiblast-non_iterative,up_Q9S384_Q9S384_MYCLE,,,,,,44.68,
psiblast-non_iterative,up_Q9WYA5_Q9WYA5_THEMA,,,,,,30.18,
psiblast-non_iterative,up_Q9ZFY2_Q9ZFY2_9DEIN,,,,,,14.96,
