

tap.pl 1.8

EPQ (Threshold for 0.5 Quantile)	Unweighted Average TAP
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q2SUV4_Q2SUV4_BURTA.psiblast/up_Q2SUV4_Q2SUV4_BURTA.psiblast.spouge.1000	0.4115
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q1TLH7_Q1TLH7_9MYCO.psiblast/pfam21_Q1TLH7_Q1TLH7_9MYCO.psiblast.spouge.1000	0.9778
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q6XPZ9_Q6XPZ9_FUNHE.psiblast/up_Q6XPZ9_Q6XPZ9_FUNHE.psiblast.spouge.1000	0.1702
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q3M5I1_Q3M5I1_ANAVT.psiblast/up_Q3M5I1_Q3M5I1_ANAVT.psiblast.spouge.1000	0.8198
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q45095_Q45095_BACCI.psiblast/up_Q45095_Q45095_BACCI.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q41461_Q41461_SOLTU.psiblast/up_Q41461_Q41461_SOLTU.psiblast.spouge.1000	0.2308
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q9FEH8_Q9FEH8_BRANA.psiblast/up_Q9FEH8_Q9FEH8_BRANA.psiblast.spouge.1000	0.7448
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q20WY3_Q20WY3_RHOPB.psiblast/up_Q20WY3_Q20WY3_RHOPB.psiblast.spouge.1000	0.0600
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_P67637_XERD_MYCBO.psiblast/up_P67637_XERD_MYCBO.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q379A0_Q379A0_RHOPA.psiblast/pfam21_Q379A0_Q379A0_RHOPA.psiblast.spouge.1000	0.0074
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q73X69_Q73X69_MYCPA.psiblast/up_Q73X69_Q73X69_MYCPA.psiblast.spouge.1000	0.0429
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q3XPL5_Q3XPL5_9PROT.psiblast/pfam21_Q3XPL5_Q3XPL5_9PROT.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q2L9C1_Q2L9C1_HUMAN.psiblast/up_Q2L9C1_Q2L9C1_HUMAN.psiblast.spouge.1000	0.8419
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q1UW50_Q1UW50_9MYCO.psiblast/pfam21_Q1UW50_Q1UW50_9MYCO.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q6G7M7_DDL_STAAS.psiblast/up_Q6G7M7_DDL_STAAS.psiblast.spouge.1000	0.0527
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q1LKM7_Q1LKM7_RALME.psiblast/up_Q1LKM7_Q1LKM7_RALME.psiblast.spouge.1000	0.3275
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q33UM2_Q33UM2_9GAMM.psiblast/pfam21_Q33UM2_Q33UM2_9GAMM.psiblast.spouge.1000	0.7008
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q7A5T6_Q7A5T6_STAAN.psiblast/up_Q7A5T6_Q7A5T6_STAAN.psiblast.spouge.1000	0.3156
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_P37383_RAD51_CHICK.psiblast/up_P37383_RAD51_CHICK.psiblast.spouge.1000	0.0278
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q3IKB8_DNLJ_PSEHT.psiblast/up_Q3IKB8_DNLJ_PSEHT.psiblast.spouge.1000	0.9320
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8P1Y9_Q8P1Y9_STRP8.psiblast/up_Q8P1Y9_Q8P1Y9_STRP8.psiblast.spouge.1000	0.0844
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q6NHJ1_Q6NHJ1_CORDI.psiblast/up_Q6NHJ1_Q6NHJ1_CORDI.psiblast.spouge.1000	0.9299
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q66GG4_Q66GG4_YERPS.psiblast/up_Q66GG4_Q66GG4_YERPS.psiblast.spouge.1000	0.9299
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4Z4R4_Q4Z4R4_PLABE.psiblast/up_Q4Z4R4_Q4Z4R4_PLABE.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q21HH3_EFTS_SACD2.psiblast/up_Q21HH3_EFTS_SACD2.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q08277_HSP82_MAIZE.psiblast/up_Q08277_HSP82_MAIZE.psiblast.spouge.1000	0.8239
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q63RD4_Q63RD4_BURPS.psiblast/up_Q63RD4_Q63RD4_BURPS.psiblast.spouge.1000	0.9100
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8PBT2_Q8PBT2_XANCP.psiblast/up_Q8PBT2_Q8PBT2_XANCP.psiblast.spouge.1000	0.0288
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4EC64_Q4EC64_9RICK.psiblast/up_Q4EC64_Q4EC64_9RICK.psiblast.spouge.1000	0.3452
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q7CKB5_Q7CKB5_YERPE.psiblast/up_Q7CKB5_Q7CKB5_YERPE.psiblast.spouge.1000	0.9691
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8THK3_GUAAB_METAC.psiblast/up_Q8THK3_GUAAB_METAC.psiblast.spouge.1000	0.7008
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q41RI4_Q41RI4_FERAC.psiblast/pfam21_Q41RI4_Q41RI4_FERAC.psiblast.spouge.1000	0.5995
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q7UIA9_Q7UIA9_RHOBA.psiblast/up_Q7UIA9_Q7UIA9_RHOBA.psiblast.spouge.1000	0.9548
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q1ZMJ0_Q1ZMJ0_PHOAS.psiblast/up_Q1ZMJ0_Q1ZMJ0_PHOAS.psiblast.spouge.1000	0.9416
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q33PF7_Q33PF7_9GAMM.psiblast/pfam21_Q33PF7_Q33PF7_9GAMM.psiblast.spouge.1000	0.9364
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q7TUB3_Q7TUB3_PROMP.psiblast/up_Q7TUB3_Q7TUB3_PROMP.psiblast.spouge.1000	0.0274
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_O66971_O66971_AQUAE.psiblast/up_O66971_O66971_AQUAE.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q4BSM5_Q4BSM5_BURVI.psiblast/pfam21_Q4BSM5_Q4BSM5_BURVI.psiblast.spouge.1000	0.5909
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8R837_Q8R837_THETN.psiblast/up_Q8R837_Q8R837_THETN.psiblast.spouge.1000	0.1059
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q3QAK9_Q3QAK9_9GAMM.psiblast/pfam21_Q3QAK9_Q3QAK9_9GAMM.psiblast.spouge.1000	0.1826
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q64D97_Q64D97_9ARCH.psiblast/up_Q64D97_Q64D97_9ARCH.psiblast.spouge.1000	0.4421
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8MSX9_Q8MSX9_DROME.psiblast/up_Q8MSX9_Q8MSX9_DROME.psiblast.spouge.1000	0.4217
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q2K578_Q2K578_RHIEC.psiblast/up_Q2K578_Q2K578_RHIEC.psiblast.spouge.1000	0.8579
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q9C4F5_Q9C4F5_9EURY.psiblast/up_Q9C4F5_Q9C4F5_9EURY.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q3SM86_Q3SM86_THIDA.psiblast/up_Q3SM86_Q3SM86_THIDA.psiblast.spouge.1000	0.9928
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8RK20_Q8RK20_PSEPU.psiblast/up_Q8RK20_Q8RK20_PSEPU.psiblast.spouge.1000	0.6398
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q5RDK4_Q5RDK4_PONAB.psiblast/up_Q5RDK4_Q5RDK4_PONAB.psiblast.spouge.1000	0.0111
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4SQA0_Q4SQA0_TETNG.psiblast/up_Q4SQA0_Q4SQA0_TETNG.psiblast.spouge.1000	0.0198
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q3BQ87_Q3BQ87_XANC5.psiblast/up_Q3BQ87_Q3BQ87_XANC5.psiblast.spouge.1000	0.7191
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q7CIP7_Q7CIP7_YERPE.psiblast/up_Q7CIP7_Q7CIP7_YERPE.psiblast.spouge.1000	0.2441
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q5F326_Q5F326_CHICK.psiblast/up_Q5F326_Q5F326_CHICK.psiblast.spouge.1000	0.2528
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q1X4C5_Q1X4C5_9FIRM.psiblast/pfam21_Q1X4C5_Q1X4C5_9FIRM.psiblast.spouge.1000	0.3807
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q4BNE7_Q4BNE7_BURVI.psiblast/pfam21_Q4BNE7_Q4BNE7_BURVI.psiblast.spouge.1000	0.1996
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q316S6_Q316S6_DESDG.psiblast/up_Q316S6_Q316S6_DESDG.psiblast.spouge.1000	0.2818
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q33Q29_Q33Q29_9GAMM.psiblast/pfam21_Q33Q29_Q33Q29_9GAMM.psiblast.spouge.1000	0.9568
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q2WVX8_Q2WVX8_CLOBE.psiblast/pfam21_Q2WVX8_Q2WVX8_CLOBE.psiblast.spouge.1000	0.1120
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q7DC81_Q7DC81_PSEAE.psiblast/up_Q7DC81_Q7DC81_PSEAE.psiblast.spouge.1000	0.2103
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_P91550_P91550_CAEEL.psiblast/pfam21_P91550_P91550_CAEEL.psiblast.spouge.1000	0.7842
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q9S384_Q9S384_MYCLE.psiblast/up_Q9S384_Q9S384_MYCLE.psiblast.spouge.1000	0.2025
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q98G92_Q98G92_RHILO.psiblast/up_Q98G92_Q98G92_RHILO.psiblast.spouge.1000	0.5051
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4FS76_Q4FS76_PSYA2.psiblast/up_Q4FS76_Q4FS76_PSYA2.psiblast.spouge.1000	0.9902
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4ZZ46_Q4ZZ46_PSEU2.psiblast/up_Q4ZZ46_Q4ZZ46_PSEU2.psiblast.spouge.1000	0.9960
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q5KXK4_Q5KXK4_GEOKA.psiblast/up_Q5KXK4_Q5KXK4_GEOKA.psiblast.spouge.1000	0.5363
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q3R518_Q3R518_XYLFA.psiblast/up_Q3R518_Q3R518_XYLFA.psiblast.spouge.1000	0.4235
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4C3Y2_Q4C3Y2_CROWT.psiblast/up_Q4C3Y2_Q4C3Y2_CROWT.psiblast.spouge.1000	0.3164
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4FTY9_Q4FTY9_PSYA2.psiblast/up_Q4FTY9_Q4FTY9_PSYA2.psiblast.spouge.1000	0.2459
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q5VDC5_Q5VDC5_ASPFL.psiblast/up_Q5VDC5_Q5VDC5_ASPFL.psiblast.spouge.1000	0.0128
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q2L227_Q2L227_BORA1.psiblast/up_Q2L227_Q2L227_BORA1.psiblast.spouge.1000	0.4651
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q4APA8_Q4APA8_9CHLB.psiblast/pfam21_Q4APA8_Q4APA8_9CHLB.psiblast.spouge.1000	0.5170
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q972B2_Q972B2_SULTO.psiblast/up_Q972B2_Q972B2_SULTO.psiblast.spouge.1000	0.4645
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q5CV93_Q5CV93_CRYPV.psiblast/up_Q5CV93_Q5CV93_CRYPV.psiblast.spouge.1000	0.5963
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q6N1B0_Q6N1B0_RHOPA.psiblast/up_Q6N1B0_Q6N1B0_RHOPA.psiblast.spouge.1000	0.4834
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q6BS14_Q6BS14_DEBHA.psiblast/pfam21_Q6BS14_Q6BS14_DEBHA.psiblast.spouge.1000	0.7649
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8DMV6_URE1_THEEB.psiblast/up_Q8DMV6_URE1_THEEB.psiblast.spouge.1000	0.7574
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q2GK25_OBG_ANAPZ.psiblast/up_Q2GK25_OBG_ANAPZ.psiblast.spouge.1000	0.5318
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q2XGT8_Q2XGT8_PSEPU.psiblast/pfam21_Q2XGT8_Q2XGT8_PSEPU.psiblast.spouge.1000	0.5001
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8Y3U7_Q8Y3U7_LISMO.psiblast/up_Q8Y3U7_Q8Y3U7_LISMO.psiblast.spouge.1000	0.5696
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q4B4K0_Q4B4K0_9BURK.psiblast/pfam21_Q4B4K0_Q4B4K0_9BURK.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4C8I9_Q4C8I9_CROWT.psiblast/up_Q4C8I9_Q4C8I9_CROWT.psiblast.spouge.1000	1.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q72BR5_Q72BR5_DESVH.psiblast/up_Q72BR5_Q72BR5_DESVH.psiblast.spouge.1000	0.1586
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_O93775_O93775_HALSA.psiblast/up_O93775_O93775_HALSA.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q2AJQ0_Q2AJQ0_9BACI.psiblast/pfam21_Q2AJQ0_Q2AJQ0_9BACI.psiblast.spouge.1000	0.2997
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q9HNT7_Q9HNT7_HALSA.psiblast/up_Q9HNT7_Q9HNT7_HALSA.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q7TUN9_Q7TUN9_PROMM.psiblast/up_Q7TUN9_Q7TUN9_PROMM.psiblast.spouge.1000	0.5128
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q423K9_Q423K9_DESHA.psiblast/pfam21_Q423K9_Q423K9_DESHA.psiblast.spouge.1000	0.1188
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q41PP5_Q41PP5_METBU.psiblast/pfam21_Q41PP5_Q41PP5_METBU.psiblast.spouge.1000	0.1557
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8ZW38_Q8ZW38_PYRAE.psiblast/up_Q8ZW38_Q8ZW38_PYRAE.psiblast.spouge.1000	0.4706
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_O29217_O29217_ARCFU.psiblast/up_O29217_O29217_ARCFU.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q82MC8_Q82MC8_STRAW.psiblast/up_Q82MC8_Q82MC8_STRAW.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q4K7R9_Q4K7R9_PSEF5.psiblast/up_Q4K7R9_Q4K7R9_PSEF5.psiblast.spouge.1000	0.0230
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q2NFN7_Q2NFN7_METST.psiblast/up_Q2NFN7_Q2NFN7_METST.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q26XD4_Q26XD4_XANP2.psiblast/pfam21_Q26XD4_Q26XD4_XANP2.psiblast.spouge.1000	0.3960
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8TKH5_Q8TKH5_METAC.psiblast/up_Q8TKH5_Q8TKH5_METAC.psiblast.spouge.1000	0.0222
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q331Q2_Q331Q2_9ACTO.psiblast/up_Q331Q2_Q331Q2_9ACTO.psiblast.spouge.1000	0.1863
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q2H719_Q2H719_CHAGB.psiblast/up_Q2H719_Q2H719_CHAGB.psiblast.spouge.1000	0.0217
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q1ZZK0_Q1ZZK0_9BACT.psiblast/up_Q1ZZK0_Q1ZZK0_9BACT.psiblast.spouge.1000	0.9293
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q9C104_GDE1_SCHPO.psiblast/up_Q9C104_GDE1_SCHPO.psiblast.spouge.1000	0.0110
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_O69146_O69146_BACSU.psiblast/up_O69146_O69146_BACSU.psiblast.spouge.1000	0.2760
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q6TBN8_Q6TBN8_9NOST.psiblast/up_Q6TBN8_Q6TBN8_9NOST.psiblast.spouge.1000	0.0000
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q8NJX5_Q8NJX5_9FUNG.psiblast/up_Q8NJX5_Q8NJX5_9FUNG.psiblast.spouge.1000	0.4376
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q96I86_Q96I86_HUMAN.psiblast/pfam21_Q96I86_Q96I86_HUMAN.psiblast.spouge.1000	0.0048
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/pfam21_Q50QX4_Q50QX4_ENTHI.psiblast/pfam21_Q50QX4_Q50QX4_ENTHI.psiblast.spouge.1000	0.0447
/panfs/pan1/iglobal/projs/multiDomainBenchmarkRuns/MultiDomainBenchmark-test/psiblast/up_Q9ZFY2_Q9ZFY2_9DEIN.psiblast/up_Q9ZFY2_Q9ZFY2_9DEIN.psiblast.spouge.1000	0.8991
